name|time_stamps|label_time_stamps(window=5)
Marion Leleu |34 |0_34 
Yike Guo |29 34 |1_29 1_34 
Girish Malkarnenkar |44 |0_44 
Richard Hull |14 19 24 29 34 39 44 |0_14 0_19 0_24 1_29 1_34 0_39 1_44 
Ulrich Guumlntzer |19 24 29 34 39 |0_19 0_24 1_29 1_34 0_39 
Wijnand van Stam |34 |0_34 
Philip Derbeko |34 |0_34 
Zhiqian Zhang |44 |0_44 
Mushthofa Mushthofa |39 |0_39 
Reed Coke |44 |0_44 
Yuefei Sui |29 34 |0_29 0_34 
Ari Leichtberg |39 |0_39 
W. Kowalczyk |29 |0_29 
Heinz Ulrich Hoppe |19 |0_19 
Mahdi Soltanolkotabi |44 |0_44 
Sampath Kameshwaran |39 |1_39 
Rafiul Ahad |19 24 29 |0_19 0_24 0_29 
Angegravele M. Hamel |34 39 |0_34 0_39 
Zhong Li |39 |0_39 
Scott A. Crossley |44 |0_44 
Gangqiang Zhao |39 |0_39 
Ping-Ching Chi |19 |0_19 
Budi Yuwono |24 |0_24 
Inderpal S. Bhandari |19 |0_19 
Jose Medina |39 |0_39 
Zhihui Luo |39 |0_39 
Fengzhan Tian |29 34 39 |0_29 0_34 0_39 
Shlomo Moran |34 |1_34 
Erik Boertjes |39 44 |0_39 0_44 
Piyush Goel |24 |0_24 
Xiaofei Zhou |39 |0_39 
Onno van der Meer |29 |0_29 
Marcel H. Schulz |39 |0_39 
Stephen Hart |34 |0_34 
Franco Turini |04 14 29 34 39 |0_04 0_14 0_29 0_34 0_39 
Jianxin Liao |44 |0_44 
Riqiang Shan |29 |0_29 
Michael G. Dyer |09 14 19 34 |0_09 0_14 0_19 0_34 
Bistra N. Dilkina |34 39 44 |0_34 0_39 1_44 
Ekaterina Gladkikh |44 |0_44 
Shankar Pal |29 34 39 |0_29 0_34 0_39 
Yosuke Yano |44 |0_44 
Sahand Negahban |39 |0_39 
R. J. Linggard |14 |0_14 
Peter Idestam-Almquist |29 |0_29 
Dmitry Kropotov |39 44 |0_39 0_44 
Qian Yu |44 |0_44 
Cheng-Yu Hsu |44 |0_44 
Kenny Q. Zhu |44 |1_44 
Tian Guo |44 |0_44 
Amit Phadke |39 |0_39 
Bavani Arunasalam |34 |0_34 
Tomi Janhunen |44 |0_44 
Danilo Fum |14 19 |0_14 0_19 
Seiichi Yoshizumi |19 |0_19 
Shay Kutten |44 |0_44 
Paul D. Scott |14 19 29 |0_14 0_19 0_29 
Eric Rozier |44 |0_44 
Shinya Suzumura |44 |1_44 
Minsuk Kahng |39 44 |0_39 0_44 
Hajime Kimura |24 29 |0_24 0_29 
Mirela Madalina Botezatu |44 |0_44 
George Johnston |44 |0_44 
Romuald Debruyne |34 |0_34 
Yin-Fu Huang |34 |0_34 
Billy B. L. Lim |19 |0_19 
J. Yi |24 |0_24 
Guihua Sun |39 |0_39 
Atreyee Dey |44 |0_44 
Caroline Suen |44 |1_44 
Elisabeth Maria Braumlndle |39 |0_39 
Marcel Worring |44 |0_44 
Michael Barton Laws |44 |0_44 
Shinichi Nakasuka |29 34 |0_29 0_34 
Sebastien Ardon |44 |0_44 
Markian Hlynka |29 |0_29 
Sumiyasu Yamamoto |09 |0_09 
Robert J. Gaizauskas |29 34 39 44 |0_29 0_34 0_39 0_44 
Hengjie Song |39 44 |0_39 1_44 
Fazlul Hasan Siddiqui |44 |0_44 
Shaolei Ren |44 |0_44 
Asmir Vodencarevic |44 |0_44 
Sanjar Karaev |44 |0_44 
Don Freeman |19 |0_19 
David B. Cooper |14 39 |0_14 0_39 
Xiang Ao |44 |0_44 
Ravi Kiran Holur Vijay |44 |0_44 
Vittorio Castelli |24 29 34 39 44 |0_24 0_29 1_34 0_39 0_44 
Warren P. Seering |19 |0_19 
Andreas Juffinger |39 |0_39 
Paul Smolensky |24 |0_24 
Christabel Wayllace |44 |0_44 
Alan Skelley |29 |0_29 
Olu Sobulo |34 |0_34 
David K. Wehe |19 |0_19 
Tom Lenaerts |44 |0_44 
Marco Roccetti |34 |0_34 
Freacutedeacuterick Garcia |29 |0_29 
Steve Small |09 |0_09 
Mohamed Hamza Ibrahim |44 |0_44 
J. Wang |14 |0_14 
Hans-Joachim Novak |09 14 |0_09 0_14 
Kuo-Kun Tseng |44 |0_44 
Ali Vakilian |44 |0_44 
M. T. Hallissey |24 |0_24 
Chathra Hendahewa |44 |0_44 
Edward Herskovits |29 34 |0_29 0_34 
Tsui-Wei Yang |29 |0_29 
Daniel Emerson |39 44 |0_39 0_44 
Stephan Gouws |44 |0_44 
Frank Schilder |44 |0_44 
Arthur Toya |24 |0_24 
Kevin Aydin |44 |0_44 
Sailaja Parthasarathy |34 |0_34 
Andrew Hickl |34 |1_34 
Feng Jiao |34 39 |0_34 0_39 
Luis Espinosa Anke |44 |0_44 
Winfried Loumltzsch |44 |0_44 
Gyoumlzouml Gidoacutefalvi |39 |0_39 
Geacuterard Zenker |29 |0_29 
Yahel David |44 |0_44 
Jon McCormack |44 |0_44 
Mahanth Gowda |44 |0_44 
Yuzhe Tang |44 |0_44 
Orkut Buyukkokten |29 34 |1_29 0_34 
Steven P. Ketchpel |24 29 34 |0_24 0_29 0_34 
Alberto Diacuteaz 0001 |39 |0_39 
Abhinav Kumar |44 |0_44 
Michael Codish |44 |0_44 
Machiko Toyoda |39 44 |0_39 0_44 
Dan Bohus |44 |0_44 
Kriti Puniyani |34 39 44 |0_34 0_39 0_44 
Hans-Gerhard Groszlig |39 |0_39 
Hakan Haciguumlmuumls |34 39 44 |0_34 0_39 0_44 
Leejay Wu |29 34 |0_29 0_34 
Seongchan Kim |44 |0_44 
Arijit Khan |39 44 |0_39 0_44 
Franz Lehmann |44 |0_44 
Yasutoshi Ida |44 |1_44 
Guillaume Obozinski |39 44 |0_39 0_44 
Tony F. Chan |34 |0_34 
Elmar Eder |14 19 |0_14 0_19 
Daniel Fernaacutendez |34 |0_34 
Brett Adams |39 |0_39 
Xinyuan Sun |44 |0_44 
Andreas S. Weigend |29 34 |0_29 0_34 
Tiark Rompf |39 |0_39 
Efstratios Gallopoulos |34 |0_34 
W. Heuser |29 |0_29 
Walied Othman |44 |0_44 
Cedric De Boom |44 |0_44 
Arjen Hommersom |39 44 |0_39 0_44 
Erik Rosenthal |14 19 |0_14 0_19 
Jan Schaffner |39 |0_39 
Juumlrgen Guumlnauer |19 |0_19 
David McKoskey |29 |0_29 
Simon Barthelmeacute |39 |0_39 
Oumlzguumlr Suumlmer |39 |0_39 
Jacqueline Castaing |14 |0_14 
Simon Schenk |39 |0_39 
Yongcai Wang |44 |0_44 
Susanne E. Hambrusch |34 39 |0_34 0_39 
Kevin McCarthy |34 39 44 |0_34 0_39 0_44 
Stewart Whiting |39 44 |0_39 0_44 
Yao-Jan Wu |44 |0_44 
Oliver M. Duschka |29 |0_29 
Ying Guo |39 |0_39 
Manjesh Kumar Hanawal |44 |0_44 
Shao-Hang Kao |39 |0_39 
Nicolaacutes Poggi |44 |0_44 
Nina Mishra |34 39 44 |0_34 0_39 1_44 
Bonnie Kirkpatrick |44 |0_44 
Andreas Gruumlnhagen |34 |0_34 
Ricardo Ntildeanculef |39 |0_39 
Zhe L. Lin |44 |0_44 
Zhangqing Shan |44 |0_44 
S. Vazzana |24 |0_24 
Josh Bongard |39 |0_39 
Mirjana Mazuran |44 |0_44 
Hans-Werner Gellersen |29 |0_29 
Oguz Kaya |44 |0_44 
Dmitri A. Dolgov |34 39 |0_34 0_39 
Michael L. Mavrovouniotis |19 |0_19 
Smriti Yamini |34 |0_34 
Holger Froumlhlich |34 |0_34 
Giuliano Pacini |04 14 |0_04 0_14 
Parag Chitalia |44 |0_44 
Jigna Chandaria |44 |0_44 
Jonathan L. Elsas |39 |0_39 
Johanna Voumllker |34 |0_34 
Korris Fu-Lai Chung |29 34 39 44 |0_29 0_34 0_39 0_44 
Yu Sun 0005 |34 |0_34 
Song Xu |44 |0_44 
Jens-Peter Dittrich |29 34 39 |1_29 0_34 0_39 
Toshiyuki Sakai |09 19 |0_09 0_19 
Hal Daumeacute III |34 39 44 |0_34 1_39 1_44 
Ngoc Tran Lam |44 |0_44 
Younghee Kim |44 |0_44 
Ting-Wei Lin |44 |0_44 
Hui Chen |29 39 |0_29 0_39 
Guumlnther Goumlrz |24 |0_24 
Kate Smith-Miles |39 |1_39 
I. V. Ramakrishnan |24 29 34 39 44 |0_24 0_29 1_34 1_39 0_44 
Mariya Ishteva |44 |0_44 
Florian Xhumari |29 |0_29 
Karl-Heinz Steinke |39 |0_39 
Patrick Stacey |44 |0_44 
Tanguy Urvoy |44 |0_44 
Sylvain Leacutetourneau |29 34 39 |1_29 0_34 0_39 
Pierre-Alain Laur |29 |0_29 
Karen H. L. Tso |34 |0_34 
Steven C. Cater |19 |0_19 
Christian Rohrer |14 |0_14 
Kathleen B. McKusick |19 |0_19 
Valeacuteria Cesaacuterio Times |44 |0_44 
Hayato Kobayashi |44 |1_44 
Ya-Ju Fan |39 |0_39 
Bo Jin |44 |0_44 
Peter L. Olson |14 |0_14 
Yansheng Jiang |39 |0_39 
Sherif Sakr |34 39 44 |0_34 0_39 0_44 
James Fisher |44 |0_44 
Lucila Ohno-Machado |44 |0_44 
Reacutemi Ronfard |44 |0_44 
Ah-Hwee Tan |29 34 39 44 |0_29 1_34 1_39 1_44 
Amin Vahdat |29 34 |0_29 0_34 
Doruk Sart |39 |0_39 
Stephen J. Westfold |09 14 |0_09 0_14 
Davide Carboni |39 |0_39 
Bram Arends |44 |0_44 
Yanxin Shi |39 |1_39 
Tianmin Shu |44 |0_44 
Nian Liu |44 |0_44 
Lili Diao |34 |0_34 
Shuchang Zhou |44 |0_44 
Sam Brewer |29 |0_29 
Meenal Chhabra |44 |0_44 
Ismail Sengoumlr Altingoumlvde |34 39 44 |0_34 0_39 0_44 
Ashish Kamra |44 |0_44 
Shin Ando |34 39 44 |0_34 0_39 0_44 
Sitaram Asur |34 39 |0_34 0_39 
Yin-Huei Loh |29 |0_29 
Shahab Tasharrofi |44 |0_44 
Zhenhao Hua |44 |0_44 
Shu Tao |39 44 |0_39 1_44 
Eva Lorenzo Iglesias |34 |0_34 
Soyeon Park |34 |0_34 
Gauvain Bourgne |44 |0_44 
Jiwei Tan |44 |1_44 
Ron Sacks-Davis |19 24 29 |1_19 1_24 0_29 
Santu Rana |44 |0_44 
Fred Kwakkel |29 |0_29 
Tse-Men Koon |14 |0_14 
Kaushik Subramanian |39 |0_39 
Qinggang Meng |34 |0_34 
Wee Keong Ng |24 34 39 |0_24 1_34 1_39 
Daniel R. Fernandes |34 |0_34 
Binyamin Rosenfeld |29 34 44 |0_29 0_34 0_44 
Sakyajit Bhattacharya |44 |0_44 
Peter Sunehag |39 44 |0_39 0_44 
Tariqul Hoque |34 |0_34 
Onur Atan |44 |0_44 
Eu-Gene Siew |39 |0_39 
Tzu-Chuan Chou |39 |0_39 
Ineacutes Arana |34 |0_34 
Emmanuel Trouveacute |39 |0_39 
Christopher D. Miller |44 |0_44 
Salvatore Romeo |44 |0_44 
William B. March |39 44 |0_39 0_44 
Niru Maheswaranathan |44 |0_44 
James E. Heliotis |44 |0_44 
Davood Rafiei |34 39 44 |1_34 1_39 0_44 
Bruno D. Abrahao |44 |1_44 
Anna Kazeykina |39 |0_39 
Jens Tellefsen |24 |0_24 
Aeacutecio S. R. Santos |44 |0_44 
Gary H. Sockut |19 |0_19 
Pannagadatta Shivaswamy |44 |0_44 
Qingguo Zheng |34 |0_34 
Danny Wyatt |34 39 |0_34 0_39 
Todd Phillips |44 |0_44 
W. Kolbe |04 |0_04 
Jing Zhou |34 39 |0_34 0_39 
Justin Martineau |39 |0_39 
William van Melle |09 |0_09 
Nele Verbiest |44 |0_44 
David Hasenfratz |44 |0_44 
Federico Heras |34 39 44 |0_34 0_39 0_44 
Laurent Itti |44 |0_44 
Yuan Yang |44 |0_44 
Avleen Singh Bijral |39 |0_39 
Ashutosh Saxena |34 39 44 |0_34 0_39 0_44 
Juumlrgen Branke |24 |0_24 
Justus H. Piater |29 34 |0_29 0_34 
Suresh Venkatasubramanian |29 34 39 44 |0_29 1_34 1_39 0_44 
Marwan Torki |44 |0_44 
Haruo Yokota |14 19 29 34 39 |0_14 0_19 0_29 0_34 0_39 
Wilson S. Geisler |19 |0_19 
Amar Mukherjee |19 |1_19 
John Rundell |09 |0_09 
Dieter Studer-Joho |39 |0_39 
Roland Badeau |44 |0_44 
Yining Wang |44 |0_44 
Ramon Loacutepez de Maacutentaras |24 29 34 39 |0_24 0_29 0_34 0_39 
Karem A. Sakallah |34 |0_34 
Xuehan Xiong |44 |0_44 
Pierre Lepage |34 |0_34 
Qiusong Yang |44 |0_44 
Ben Tribelhorn |34 |0_34 
Gauthier Picard |44 |0_44 
Eric Ka Ka Ng |34 |1_34 
Diane Oyen |44 |1_44 
Elena Marchiori |34 |0_34 
Ming Lu |34 |0_34 
Soumya Ghosh |39 44 |0_39 0_44 
Jimmy Jiang Liu |34 |0_34 
Camille Barot |44 |0_44 
Lucio Benfante |29 |0_29 
Yan Zheng |44 |0_44 
Pascal Van Hentenryck |14 19 29 34 39 44 |0_14 0_19 0_29 0_34 0_39 0_44 
Christopher Amato |39 44 |0_39 0_44 
Rauacutel Santos-Rodriacuteguez |39 |0_39 
Ashish Sabharwal |34 39 44 |0_34 0_39 0_44 
Phillip M. Hallam-Baker |34 |0_34 
Ruiqiang Zhang |39 |1_39 
Yanchang Zhao |34 39 |0_34 0_39 
Renata Wassermann |39 |0_39 
Eduardo Peacuterez |24 |0_24 
Chung Hee Hwang |24 |0_24 
Debasish Ghose |39 |0_39 
Elke Mittendorf |24 |0_24 
Simon H. Lavington |14 29 |0_14 0_29 
Bin Zhao |39 |1_39 
Rui Fang |44 |0_44 
Jorge Lobo |24 29 39 44 |0_24 0_29 0_39 0_44 
Daniel Ellis Holman |44 |0_44 
Robert Ghislanzoni |19 |0_19 
Rodney S. Daughtrey |24 |0_24 
Narayanan Unny Edakunni |39 |0_39 
Gary Holt |44 |0_44 
A. Kai Qin |34 |0_34 
Thomas C. Rindfleisch |19 |0_19 
Bethina Schmitt |34 |0_34 
Nick Craswell |29 34 39 44 |0_29 0_34 0_39 0_44 
Penny Rheingans |34 |0_34 
Benjamin D. Smith |19 29 |0_19 0_29 
Zhirui Hu |44 |0_44 
Ramdas Karmali |44 |0_44 
Yucai Feng |39 |0_39 
Julia Schiffner |39 |0_39 
Fuan Pu |44 |0_44 
Budan Wu |44 |0_44 
Shuming Liu |44 |0_44 
Fumihiko Kitayama |39 |0_39 
Yousef Saad |34 39 44 |1_34 0_39 0_44 
Jomi Fred Huumlbner |44 |0_44 
Tiziano Flati |44 |0_44 
Garrett Bernstein |44 |0_44 
Byron Choi |34 39 44 |0_34 1_39 0_44 
David G. Hendry |24 34 |0_24 0_34 
Kevin Y. Yip |34 39 |1_34 1_39 
Justin Pearson |34 44 |0_34 0_44 
Sajid Topiwala |44 |0_44 
Masahiro Morita |24 |0_24 
Bradley A. Malin |44 |0_44 
Myung Jin Choi |39 |0_39 
Jousuke Kuroiwa |39 |0_39 
Tim Niemueller |44 |0_44 
Marcus Lim |44 |0_44 
Pedro A. Szekely |39 44 |0_39 0_44 
Thuy-Van T. Duong |44 |0_44 
Lothar Richter |34 39 |0_34 0_39 
Jana Urban |34 39 |0_34 0_39 
Daniel Packard |39 |0_39 
Jacek Gwizdka |39 44 |0_39 0_44 
John J. Grefenstette |14 19 |0_14 0_19 
Alexander Thiem |39 |0_39 
Daryl Lim |44 |0_44 
J. Ian Munro |14 44 |0_14 0_44 
L. Uumlmit Yalccedilinalp |19 |0_19 
Hyuk-Chul Kwon |34 |0_34 
Marco Ragni |34 39 44 |0_34 0_39 0_44 
Lidan Wang |39 44 |0_39 1_44 
A. Sarkar |34 |0_34 
Veselin Raychev |44 |0_44 
Harsh H. Pareek |44 |0_44 
Evelyne Tzoukermann |29 |0_29 
Hendrik Grallert |39 |0_39 
Michael Ruth |39 |0_39 
Lei Lin |44 |0_44 
Eugene Kogan |34 |0_34 
Mark Johnson |34 44 |0_34 1_44 
Marten den Uyl |34 |0_34 
Zhigang Chen |44 |0_44 
David Singer |39 |0_39 
Michael Traumlger |44 |0_44 
Olaf Zimmermann |39 |0_39 
Laurent Simon |29 34 39 44 |0_29 0_34 0_39 0_44 
Xiaoning Ding |39 |0_39 
Daniel Gerber |44 |0_44 
David E. Wolstenholme |19 |0_19 
B. V. L. Narayana |34 |0_34 
Adam Roegiest |44 |0_44 
Seydina M. Ndiaye |29 |0_29 
Benjamin Schlegel |39 |0_39 
Wayne D. Dominick |09 14 |0_09 0_14 
Emma Nicol |39 |0_39 
Melinda Darby Dyar |44 |0_44 
Hila Becker |34 39 44 |0_34 1_39 0_44 
Tok Wang Ling |24 29 34 39 44 |0_24 1_29 0_34 1_39 1_44 
U. Kersten |09 |0_09 
Ramesh Nallapati |39 44 |0_39 0_44 
Pat Jangyodsuk |44 |0_44 
Beverly I. Kedzierski |09 |0_09 
Benjamin Liebald |39 |0_39 
Elizabeth Searles |44 |0_44 
Dan Wu |39 |0_39 
Joatildeo B. D. Cabrera |34 |0_34 
Sergei Vassilvitskii |34 39 44 |0_34 1_39 1_44 
Soslashren Kaae Soslashnderby |44 |0_44 
Balaji Varadarajan |44 |0_44 
Mehdi Jazayeri |34 |0_34 
Dong Xie 0001 |44 |0_44 
Saeed Ayat |39 |0_39 
Masato Yamazaki |04 09 |0_04 0_09 
Cuili Yao |44 |0_44 
Dietrich Liko |34 |0_34 
Benjamin Peherstorfer |44 |0_44 
Sahbi Benlamine |44 |0_44 
Davide Francesco Barbieri |39 |1_39 
Mark S. Drew |29 |0_29 
Muneaki Ohshima |29 34 |0_29 0_34 
Jacques Pitrat |09 |0_09 
Gerard Soldevila-Miranda |39 |0_39 
Gregory J. Matthews |39 |0_39 
Ofer Meshi |39 44 |0_39 0_44 
Davide Canali |39 44 |0_39 0_44 
Peter M. Schwarz |24 29 34 39 |0_24 0_29 0_34 0_39 
Junling Hu |29 39 44 |0_29 0_39 1_44 
Steve Hanks |14 19 24 |0_14 0_19 0_24 
Maneesh Bhand |39 |0_39 
Sagie Davidovich |44 |0_44 
Raghu Meka |39 |1_39 
Giacutesli R. Hjaltason |29 34 |0_29 0_34 
Hanwang Zhang |44 |1_44 
Naila Rahman |39 |0_39 
Dennis McLeod |04 14 19 24 29 39 |0_04 0_14 0_19 0_24 0_29 0_39 
Guojun Qi |39 |0_39 
Jun Xu 0001 |34 39 44 |1_34 0_39 0_44 
Vaacuteclav Liacuten |34 |0_34 
Saeed Seddighin |44 |0_44 
Satoshi Kamei |29 |0_29 
Zezhen Lin |44 |0_44 
Stefan Haar |34 |0_34 
Cleacutement Jonquet |44 |0_44 
Vaibhav Rajan |44 |0_44 
Tyler Moore |44 |0_44 
Solveig Torgersen |19 |0_19 
Robert McCann |34 39 |0_34 0_39 
Chi-Sheng Shih |29 |0_29 
Imran R. Mansuri |34 |0_34 
Andreas Both |44 |0_44 
Raymond K. Wong |29 39 44 |0_29 0_39 0_44 
Akira Tanaka |34 |0_34 
Terrance E. Boult |19 |0_19 
Tathagata Chakraborti |44 |0_44 
Daniel Svonava |39 |0_39 
Michael R. Brent |39 |1_39 
Luis A. Nunes Amaral |39 |0_39 
Mustaque Ahamad |19 34 |0_19 0_34 
Nish Parikh |39 44 |1_39 0_44 
Dong Yu |44 |1_44 
Dorothea Wagner |44 |0_44 
Domenico Cantone |19 |0_19 
Valentina Rho |44 |0_44 
Nimrod Megiddo |29 34 |1_29 0_34 
Dong Nguyen |44 |0_44 
Jingbo Zhou |44 |1_44 
Xiang Sean Zhou |34 |0_34 
Keith Wescourt |14 |0_14 
W. Wartout |04 |0_04 
Hong Su |34 |0_34 
Xilun Chen |44 |1_44 
Ruth Urner |39 44 |0_39 0_44 
Bertrand Petit |29 |0_29 
Goumlran Sedvall |34 |0_34 
Peng Zhang 0002 |39 44 |0_39 1_44 
Bruno Cernuschi-Friacuteas |14 |0_14 
Soumlren Sonnenburg |34 39 |0_34 0_39 
Arit Thammano |34 |0_34 
Kristen LeFevre |34 39 |1_34 1_39 
Patrick Kruumlmpelmann |39 |0_39 
Alexander Thomasian |19 24 |0_19 0_24 
Kazutaka Shimada |39 |0_39 
Vinay K. Chaudhri |24 34 39 44 |0_24 1_34 0_39 0_44 
Anh Tran |39 |0_39 
Zhixian Yan |39 |0_39 
Kouamana Bousson |24 |0_24 
Konstantinos Bousmalis |44 |0_44 
Matteo Interlandi |44 |0_44 
Tony Griffiths |34 |0_34 
Michael Kifer |14 19 29 34 39 |0_14 1_19 0_29 0_34 1_39 
Raju Patil |34 |0_34 
Abhijit Mishra |44 |0_44 
David J. Harper |24 29 34 39 |0_24 0_29 0_34 0_39 
Bert Huang |44 |1_44 
Jennifer G. Dy |29 34 39 44 |1_29 1_34 1_39 1_44 
Sangryoung Kim |34 |0_34 
Hsiao-Tieh Pu |29 |0_29 
Huiwen Wu |34 |0_34 
Linton M. Miller |24 |0_24 
Youssef Meguebli |44 |0_44 
Piotr Krychniak |24 |0_24 
Ann B. Ragin |44 |0_44 
Martin H. C. Law |29 34 |0_29 0_34 
Yusuke Ichikawa |44 |0_44 
Proadpran Punyabukkana |39 |0_39 
Baoyan Liu |34 |0_34 
Luca Soldaini |44 |0_44 
Ivan Loacutepez-Areacutevalo |34 |0_34 
Hyunsouk Cho |44 |1_44 
Rafal Joacutezefowicz |44 |0_44 
David Carral |44 |0_44 
Hao Wu |39 44 |1_39 1_44 
Jon Degenhardt |39 |0_39 
Yoshifumi Takamoto |19 |0_19 
Eitan Marcus |34 |0_34 
Fridrich Sloboda |04 |0_04 
Wolfgang May |29 34 |0_29 0_34 
Peter A. Franaszek |19 24 |0_19 0_24 
Stanley Vestal |14 |0_14 
Ling Yin |34 |0_34 
E. B. Brownrigg |09 |0_09 
Marc Downie |29 |0_29 
Xubin Pei |44 |0_44 
Emi Ishida |34 |0_34 
Kevin E. Smith |34 |0_34 
Marc Snir |39 |0_39 
Dongchen Wei |44 |0_44 
Nikan Chavoshi |44 |1_44 
Derek Long |29 34 39 44 |0_29 0_34 0_39 0_44 
Yunya Song |44 |0_44 
Stephen D. Durbin |29 34 |0_29 0_34 
Jaeho Kang |34 |0_34 
Saied Moezzi |24 |0_24 
Steven D. Litvintchouk |09 |0_09 
Thomas Crook |39 |0_39 
Noor Abu-El-Rub |44 |0_44 
Yashar Ganjali |44 |1_44 
Julio H. Zaragoza |39 |0_39 
Nan Li |39 44 |1_39 1_44 
Andreacute A. Cireacute |39 44 |0_39 0_44 
Tuyet-Tram Dang-Ngoc |29 |0_29 
Bhaskaran Raman |29 34 39 |0_29 0_34 0_39 
Rainer Gemulla |34 39 44 |0_34 1_39 1_44 
Kaichun Mo |44 |0_44 
Ranjitha Kumar |39 44 |0_39 0_44 
Vangelis Karkaletsis |29 44 |1_29 0_44 
Cesare Pautasso |29 39 |0_29 0_39 
Yao-Hua Tan |24 29 |0_24 0_29 
Marie-Odile Cordier |24 29 34 39 |0_24 0_29 1_34 1_39 
Jean Oh |29 34 39 44 |0_29 0_34 0_39 0_44 
Isac S. Ribeiro |44 |0_44 
Roman Garnett |39 44 |0_39 1_44 
Christoph Trattner |39 44 |0_39 0_44 
Johan Bjoumlrkegren |34 |0_34 
B. Prabhakaran |29 34 |0_29 0_34 
Alicia Ageno |34 |0_34 
Giorgio Corani |34 44 |0_34 0_44 
Sadiye Alici |39 44 |0_39 0_44 
Yong Luo |44 |1_44 
Giorgio Terracina |29 |0_29 
Lars Backstrom |34 39 44 |0_34 1_39 1_44 
Winnie Cheng |44 |0_44 
Tony Ribeiro |44 |0_44 
Fumihiko Kamijo |09 |0_09 
Zohra Bellahsene |39 |0_39 
Harish Ragavan |19 24 |0_19 0_24 
Weizhao Wang |34 |0_34 
Luca Ceriani |44 |0_44 
Jian-Ming Xu |39 |0_39 
Michiyo Nikkuni |09 |0_09 
Richard G. Baraniuk |44 |1_44 
Michael Matthews |39 44 |0_39 0_44 
Leland Wilkinson |39 |0_39 
Warren L. Davis IV |39 |0_39 
Korinna Bade |34 39 |0_34 1_39 
Tohgoroh Matsui |29 |0_29 
Maria Smith |19 |0_19 
Hui Li |34 39 44 |0_34 0_39 1_44 
Yan-Huang Jiang |34 |0_34 
Junbo Zhang |44 |1_44 
Joachim Schuuml |24 29 |0_24 0_29 
Zelda Mariet |44 |0_44 
Secil Ugurel |34 |1_34 
Dolores Romero Morales |34 |0_34 
Michael Wimmer |29 |0_29 
Aditya Gopalan |44 |0_44 
Gabriele Musillo |39 |0_39 
Arne Schuldt |39 |0_39 
Nectaria Tryfona |34 |0_34 
Venkateswarlu Kolluri |29 |0_29 
Xinyi Li |44 |0_44 
G. C. H. Sharman |09 |0_09 
Sen Wang |44 |0_44 
Xin Fu |34 39 44 |0_34 0_39 1_44 
Slav Petrov |39 |0_39 
Ming-Ting Sun |34 |1_34 
Hongtao Lu |34 39 44 |0_34 0_39 0_44 
Damian A. Isla |29 |0_29 
Yves Grandvalet |39 44 |0_39 0_44 
Ramin Afshar |34 |0_34 
Greg Tronel |44 |0_44 
Aaron Sloman |09 14 24 34 39 |0_09 0_14 0_24 0_34 0_39 
Balaji Palanisamy |39 44 |0_39 0_44 
Ludovic Righetti |44 |0_44 
M. Zubair Rafique |44 |0_44 
Pelin Angin |39 |0_39 
D. S. Rund |09 |0_09 
Preben Hansen |34 44 |0_34 0_44 
Uday S. Reddy |14 |0_14 
Padhraic Smyth |24 29 34 39 44 |1_24 1_29 1_34 1_39 0_44 
Johan Hopstadius |39 |0_39 
Rui Xia |44 |0_44 
Jangwon Seo |39 |0_39 
Carlos Alzate |44 |0_44 
Rehan M. Khan |39 |0_39 
Tao Zhang |44 |1_44 
Zhuoren Jiang |44 |0_44 
Daniela Nicklas |34 39 |0_34 0_39 
David Scot Taylor |29 34 |0_29 0_34 
Amy McGovern |29 34 39 44 |0_29 0_34 1_39 0_44 
Wengang Zhou |44 |0_44 
Lior Horesh |44 |0_44 
Adrian Onet |44 |0_44 
E. H. Mamdani |24 29 |0_24 0_29 
Dougal J. Sutherland |44 |1_44 
Michael Huber |39 |0_39 
Shehroz S. Khan |39 |0_39 
Alex Collins |39 |0_39 
J. Sunil Rao |29 |0_29 
Kenneth Tsang |34 |0_34 
Eugene Charniak |09 14 19 24 34 44 |0_09 0_14 0_19 0_24 0_34 0_44 
Vladimir Sukhoy |39 |0_39 
Yehuda Lindell |29 |0_29 
Esther Ratsch |34 |0_34 
Mehmet R. Tolun |29 |0_29 
Bob Kanefsky |19 |0_19 
Jun Hua Zhao |39 |0_39 
Wenjie Ruan |44 |0_44 
Francisco Curbera |39 |0_39 
Viet Phan Luong |24 29 |0_24 0_29 
Johann Gamper |34 39 44 |0_34 0_39 1_44 
Masanori Harada |29 |0_29 
Jesuacutes Peacuterez Arriaga |44 |0_44 
Anh T. Pham |44 |0_44 
Mirco Nanni |34 39 |0_34 1_39 
Mian Dong |44 |0_44 
Saurabh Nangia |39 |0_39 
Jiajun Bu |39 44 |1_39 1_44 
Chandra Narayanaswami |39 |0_39 
Fei Tony Liu |34 39 |0_34 1_39 
Junkyu Lee |44 |0_44 
Guobing Zou |44 |0_44 
Edison Thomaz |44 |0_44 
Toby Walker |39 44 |1_39 1_44 
C. Green |04 09 |0_04 0_09 
Alexander C. Loui |29 |0_29 
Maria Butrico |44 |0_44 
Mikhail J. Atallah |29 34 39 44 |0_29 1_34 0_39 0_44 
Steven Shapiro |34 39 |0_34 0_39 
Michael Freed |19 39 44 |0_19 0_39 0_44 
Edward W. Large |29 |0_29 
Yi Jin |34 39 44 |0_34 0_39 0_44 
Larry A. Wasserman |44 |0_44 
Douglas B. Terry |19 |0_19 
